嶺霤弇痄,Count
163.088,24112
168.063,31479
173.033,38187
177.997,43803
182.957,48143
187.91,52073
192.859,55416
197.801,58502
202.739,62199
207.671,65901
212.598,69856
217.52,73469
222.436,76561
227.347,78635
232.253,79958
237.153,80040
242.048,79390
246.938,78160
251.822,76998
256.701,76097
261.575,75225
266.444,74380
271.307,73424
276.165,72388
281.018,71631
285.865,70506
290.708,69535
295.545,68341
300.377,66791
305.204,65256
310.025,64004
314.842,62657
319.653,61634
324.459,60529
329.26,59491
334.055,59104
338.846,58869
343.631,58394
348.412,58123
353.187,57975
357.957,57994
362.722,58199
367.481,58341
372.236,58611
376.986,59059
381.73,59613
386.469,60248
391.204,61047
395.933,62253
400.657,63687
405.376,65163
410.09,66607
414.799,68277
419.503,69980
424.202,71321
428.896,72674
433.585,73765
438.269,74478
442.948,75087
447.622,75724
452.291,76151
456.955,76300
461.614,77137
466.268,77771
470.917,78594
475.561,79850
480.201,81388
484.835,83414
489.464,85317
494.089,87026
498.708,88910
503.323,90309
507.932,91856
512.537,93450
517.137,95130
521.732,97059
526.322,98948
530.907,100663
535.488,102486
540.063,104461
544.634,106227
549.2,107491
553.761,108871
558.317,109733
562.868,110121
567.415,109702
571.956,109668
576.493,109410
581.025,108856
585.553,108689
590.075,108290
594.593,108301
599.106,108751
603.614,109269
608.117,110103
612.616,110843
617.11,111654
621.599,112693
626.084,113392
630.564,114097
635.039,114815
639.509,115488
643.974,115367
648.435,114982
652.891,114827
657.343,114333
661.79,114312
666.232,114299
670.669,113943
675.102,114104
679.53,114125
683.954,114008
688.373,113842
692.787,113855
697.196,113773
701.601,113432
706.002,113075
710.397,112247
714.788,111982
719.175,111743
723.557,111394
727.934,111573
732.307,111452
736.675,111869
741.039,112205
745.398,112397
749.752,113111
754.102,113284
758.447,113956
762.788,114183
767.124,114484
771.456,114367
775.783,113697
780.106,113495
784.424,112978
788.738,112620
793.047,111732
797.351,110786
801.652,110365
805.947,110255
810.239,109790
814.525,109589
818.808,109779
823.085,110015
827.359,110267
831.628,110377
835.892,110273
840.152,110369
844.408,110325
848.659,109933
852.906,109593
857.148,109451
861.386,109248
865.62,108894
869.849,108962
874.073,109519
878.294,110141
882.51,110945
886.721,111351
890.929,112186
895.131,112745
899.33,113621
903.524,114007
907.714,114255
911.9,114471
916.081,114007
920.257,113661
924.43,113338
928.598,112909
932.762,112524
936.922,111893
941.077,111413
945.228,111340
949.375,111570
953.517,111524
957.655,112316
961.789,113042
965.919,113824
970.044,114826
974.165,116109
978.282,117386
982.394,119125
986.503,120540
990.607,122770
994.707,126065
998.802,130447
1002.89,137303
1006.98,146123
1011.06,157048
1015.14,172476
1019.22,195310
1023.29,227047
1027.35,266193
1031.42,303443
1035.47,329456
1039.53,331337
1043.58,304846
1047.62,257980
1051.66,211535
1055.7,178713
1059.73,160119
1063.76,149351
1067.79,142492
1071.81,138477
1075.82,135452
1079.84,133179
1083.84,131979
1087.85,131576
1091.85,132249
1095.84,133644
1099.84,135256
1103.82,137107
1107.81,138653
1111.79,139949
1115.76,140168
1119.73,139434
1123.7,138285
1127.67,136693
1131.62,135199
1135.58,133414
1139.53,132085
1143.48,131205
1147.42,130591
1151.36,130555
1155.3,131371
1159.23,131919
1163.15,132059
1167.08,131466
1171,130407
1174.91,129300
1178.82,127750
1182.73,126655
1186.63,125346
1190.53,124146
1194.43,123849
1198.32,123217
1202.2,122554
1206.09,121933
1209.97,121704
1213.84,121288
1217.71,120687
1221.58,120011
1225.44,119266
1229.3,118630
1233.16,118038
1237.01,117570
1240.86,117423
1244.7,117488
1248.54,117813
1252.38,118210
1256.21,118841
1260.04,119652
1263.87,120579
1267.69,121581
1271.5,122045
1275.32,122668
1279.12,123814
1282.93,124563
1286.73,125303
1290.53,125571
1294.32,125882
1298.11,125838
1301.9,126334
1305.68,127019
1309.46,127446
1313.23,128310
1317,129347
1320.77,130594
1324.53,131881
1328.29,133018
1332.05,135101
1335.8,136980
1339.55,139029
1343.29,141061
1347.03,142280
1350.77,143574
1354.5,143712
1358.23,143076
1361.96,142690
1365.68,142439
1369.4,142020
1373.11,141769
1376.82,141289
1380.53,141254
1384.23,141607
1387.93,141456
1391.62,141879
1395.31,142509
1399,142928
1402.69,143630
1406.37,144683
1410.04,145400
1413.72,146029
1417.39,147028
1421.05,147832
1424.71,148585
1428.37,149664
1432.03,151331
1435.68,153882
1439.33,157840
1442.97,164661
1446.61,174457
1450.25,186266
1453.88,195064
1457.51,196116
1461.13,193515
1464.76,190742
1468.37,188896
1471.99,186683
1475.6,183964
1479.21,180604
1482.81,177163
1486.41,172616
1490.01,168069
1493.6,163484
1497.19,159354
1500.77,155484
1504.36,152124
1507.94,148899
1511.51,146635
1515.08,143974
1518.65,141870
1522.21,140031
1525.77,138045
1529.33,136639
1532.89,135331
1536.44,133440
1539.98,132240
1543.52,131529
1547.06,130759
1550.6,129708
1554.13,128908
1557.66,128180
1561.19,127210
1564.71,126560
1568.23,125955
1571.74,125255
1575.25,124126
1578.76,122846
1582.26,121589
1585.77,120458
1589.26,118914
1592.76,117588
1596.25,116276
1599.73,114678
1603.22,113525
1606.7,112396
1610.17,111398
1613.65,110346
1617.12,109009
1620.58,107871
1624.05,106969
1627.5,106210
1630.96,105595
1634.41,104823
1637.86,104434
1641.31,103637
1644.75,103483
1648.19,103195
1651.62,102642
1655.05,102049
1658.48,101450
1661.91,100713
1665.33,100042
1668.75,99399
1672.16,98621
1675.57,97820
1678.98,96892
1682.39,95867
1685.79,94978
1689.19,94298
1692.58,93540
1695.97,93065
1699.36,92195
1702.74,91745
1706.13,91404
1709.5,90674
1712.88,90395
1716.25,89950
1719.62,90307
1722.98,91585
1726.34,91236
1729.7,89149
1733.06,88318
1736.41,87946
1739.75,87470
1743.1,87212
1746.44,86239
1749.78,85802
1753.11,85540
1756.44,84810
1759.77,84123
1763.1,83678
1766.42,83186
1769.74,82707
1773.05,82544
1776.36,82317
1779.67,82058
1782.98,81964
1786.28,81790
1789.58,81427
1792.87,81582
1796.17,81477
1799.45,81138
1802.74,81036
1806.02,80661
1809.3,80565
1812.58,80208
1815.85,79973
1819.12,79072
1822.39,78516
1825.65,78072
1828.91,77720
1832.17,77435
1835.42,77070
1838.67,76500
1841.92,75939
1845.16,75549
1848.4,74909
1851.64,74928
1854.87,74636
1858.1,74356
1861.33,73772
1864.56,73755
1867.78,73475
1871,73299
1874.21,73204
1877.42,72916
1880.63,72676
1883.84,72633
1887.04,72230
1890.24,72046
1893.44,71584
1896.63,71163
1899.82,70829
1903.01,70246
1906.19,69938
1909.37,69811
1912.55,69416
1915.72,69172
1918.9,68823
1922.06,68704
1925.23,68568
1928.39,68285
1931.55,68101
1934.71,67994
1937.86,67787
1941.01,67953
1944.16,67689
1947.3,67650
1950.44,67735
1953.58,67507
1956.71,67359
1959.84,67235
1962.97,66999
1966.1,66791
1969.22,66348
1972.34,66124
1975.45,66483
1978.57,66401
1981.68,65133
1984.78,64628
1987.89,64326
1990.99,64095
1994.08,63645
1997.18,63448
2000.27,63105
2003.36,63023
2006.44,62807
2009.53,62731
2012.61,62315
2015.68,62260
2018.76,61835
2021.83,61891
2024.9,61618
2027.96,61358
2031.02,60811
2034.08,60807
2037.14,60287
2040.19,59913
2043.24,59643
2046.28,59246
2049.33,58832
2052.37,58374
2055.41,58153
2058.44,57628
2061.47,57252
2064.5,56896
2067.53,56482
2070.55,56104
2073.57,55942
2076.59,55754
2079.6,55422
2082.61,55254
2085.62,54966
2088.63,54797
2091.63,54467
2094.63,54217
2097.63,53932
2100.62,53600
2103.61,53521
2106.6,53146
2109.58,53105
2112.57,52907
2115.55,52612
2118.52,52320
2121.5,51915
2124.47,51905
2127.43,51614
2130.4,51422
2133.36,51085
2136.32,50977
2139.27,50822
2142.23,50787
2145.18,50710
2148.13,50602
2151.07,50545
2154.01,50408
2156.95,50455
2159.89,50325
2162.82,50308
2165.75,50117
2168.68,50045
2171.6,49841
2174.52,49826
2177.44,49598
2180.36,49431
2183.27,49289
2186.18,49183
2189.09,49004
2192,48704
2194.9,48464
2197.8,48329
2200.69,48172
2203.59,47896
2206.48,47687
2209.37,47537
2212.25,47357
2215.13,47245
2218.01,47819
2220.89,48942
2223.76,48323
2226.63,46831
2229.5,46309
2232.37,46255
2235.23,45928
2238.09,45674
2240.95,45395
2243.8,45249
2246.65,44999
2249.5,44927
2252.35,44538
2255.19,44302
2258.03,44060
2260.87,43892
2263.71,43555
2266.54,43228
2269.37,43136
2272.2,42725
2275.02,42535
2277.84,42391
2280.66,42246
2283.48,41992
2286.29,41656
2289.1,41593
2291.91,41349
2294.71,41222
2297.52,41164
2300.32,40987
2303.11,41010
2305.91,40855
2308.7,40765
2311.49,40496
2314.27,40439
2317.06,40296
2319.84,39966
2322.62,39953
2325.39,39696
2328.17,39455
2330.94,39336
2333.7,39081
2336.47,38871
2339.23,38672
2341.99,38645
2344.75,38413
2347.5,38079
2350.25,37958
2353,37855
2355.75,37630
2358.49,37548
2361.23,37309
2363.97,37174
2366.7,36982
2369.44,36889
2372.17,36795
2374.89,36595
2377.62,36707
2380.34,36867
2383.06,36279
2385.78,35689
2388.49,35574
2391.2,35397
2393.91,35335
2396.62,35110
2399.32,34973
2402.03,34807
2404.72,34594
2407.42,34399
2410.11,34255
2412.81,34261
2415.49,33970
2418.18,33814
2420.86,33653
2423.54,33555
2426.22,33490
2428.9,33349
2431.57,33232
2434.24,33175
2436.91,33042
2439.57,32952
2442.23,32885
2444.89,32694
2447.55,32612
2450.21,32584
2452.86,32390
2455.51,32197
2458.16,31981
2460.8,32015
2463.44,31965
2466.08,31803
2468.72,31798
2471.35,31645
2473.98,31555
2476.61,31351
2479.24,31225
2481.87,31251
2484.49,31042
2487.11,30958
2489.72,30772
2492.34,30655
2494.95,30570
2497.56,30455
2500.16,30329
2502.77,30319
2505.37,30159
2507.97,29980
2510.57,29866
2513.16,29789
2515.75,29617
2518.34,29525
2520.93,29406
2523.51,29349
2526.09,29295
2528.67,29120
2531.25,29083
2533.82,28926
2536.39,28856
2538.96,28793
2541.53,28805
2544.09,28675
2546.66,28639
2549.21,28488
2551.77,28401
2554.33,28454
2556.88,28192
2559.43,28219
2561.97,28091
2564.52,27934
2567.06,27818
2569.6,27839
2572.14,27623
2574.67,27468
2577.2,27283
2579.73,27159
2582.26,26983
2584.79,26953
2587.31,26764
2589.83,26618
2592.35,26466
2594.86,26314
2597.37,26360
2599.89,26115
2602.39,26080
2604.9,26212
2607.4,25916
2609.9,25553
2612.4,25357
2614.9,25160
2617.39,25005
2619.88,24875
2622.37,24689
2624.86,24430
2627.34,24268
2629.82,24100
2632.3,24072
2634.78,23763
2637.25,23653
2639.72,23563
2642.19,23323
2644.66,23162
2647.13,23019
2649.59,22987
2652.05,22641
2654.51,22615
2656.96,22550
2659.41,22374
2661.86,22171
2664.31,22105
2666.76,22072
2669.2,21976
2671.64,21906
2674.08,21855
2676.52,21780
2678.95,21683
2681.38,21578
2683.81,21479
2686.24,21532
2688.67,21477
2691.09,21471
2693.51,21394
2695.93,21299
2698.34,21254
2700.76,21289
2703.17,21261
2705.57,21143
2707.98,21105
2710.38,21000
2712.79,21032
2715.18,20990
2717.58,20919
2719.98,20955
2722.37,20967
2724.76,20788
2727.15,20837
2729.53,20780
2731.91,20921
2734.3,20911
2736.67,20977
2739.05,20884
2741.42,21029
2743.8,20969
2746.16,21086
2748.53,21049
2750.9,21051
2753.26,21275
2755.62,21344
2757.98,21393
2760.33,21530
2762.69,21670
2765.04,22019
2767.39,22083
2769.73,22394
2772.08,22552
2774.42,22802
2776.76,23082
2779.1,23457
2781.43,23974
2783.76,24362
2786.1,24809
2788.42,25387
2790.75,26066
2793.07,26830
2795.4,27730
2797.72,28661
2800.03,30021
2802.35,31289
2804.66,32995
2806.97,34947
2809.28,37141
2811.59,39850
2813.89,43046
2816.19,46869
2818.49,51722
2820.79,57090
2823.08,63666
2825.38,71438
2827.67,80312
2829.95,89740
2832.24,99646
2834.53,108392
2836.81,112798
2839.09,111559
2841.36,105366
2843.64,95691
2845.91,85434
2848.18,75901
2850.45,67834
2852.72,61354
2854.98,56094
2857.24,51837
2859.5,48348
2861.76,45553
2864.02,43396
2866.27,41544
2868.52,40202
2870.77,39208
2873.02,38205
2875.26,37545
2877.5,37214
2879.74,36868
2881.98,36556
2884.22,36561
2886.45,36669
2888.68,37002
2890.91,37416
2893.14,37850
2895.37,38597
2897.59,39553
2899.81,40568
2902.03,41629
2904.24,42765
2906.46,44377
2908.67,45879
2910.88,47561
2913.09,49086
2915.29,50700
2917.5,52438
2919.7,54082
2921.9,55564
2924.1,57257
2926.29,58938
2928.49,60893
2930.68,62991
2932.86,65454
2935.05,67781
2937.24,70281
2939.42,72847
2941.6,74683
2943.78,76014
2945.95,76317
2948.13,75231
2950.3,72935
2952.47,69733
2954.64,66011
2956.8,62262
2958.97,58518
2961.13,55355
2963.29,52200
2965.44,48931
2967.6,46292
2969.75,44055
2971.9,42211
2974.05,40555
2976.2,39402
2978.34,38079
2980.49,36844
2982.63,35842
2984.76,34614
2986.9,33818
2989.04,32747
2991.17,31619
2993.3,30669
2995.43,29614
2997.55,28595
2999.68,27503
3001.8,26522
3003.92,25617
3006.04,24691
3008.15,23698
3010.26,22912
3012.38,22180
3014.49,21321
3016.59,20742
3018.7,20106
3020.8,19598
3022.9,18989
3025,18458
3027.1,18025
3029.2,17624
3031.29,17269
3033.38,16931
3035.47,16624
3037.56,16295
3039.64,16054
3041.72,15630
3043.81,15481
3045.88,15278
3047.96,14928
3050.04,14810
3052.11,14498
3054.18,14309
3056.25,14108
3058.32,13915
3060.38,13762
3062.44,13621
3064.5,13481
3066.56,13255
3068.62,13140
3070.68,13038
3072.73,12852
3074.78,12602
3076.83,12542
3078.87,12463
3080.92,12153
3082.96,12080
3085,12040
3087.04,11901
3089.08,11733
3091.11,11550
3093.15,11572
3095.18,11417
3097.21,11394
3099.23,11489
3101.26,11637
3103.28,11230
3105.3,10901
3107.32,10683
3109.34,10607
3111.35,10494
3113.37,10442
3115.38,10337
3117.39,10220
3119.39,10102
3121.4,10028
3123.4,9949
3125.4,9907
3127.4,9881
3129.4,9779
3131.4,9639
3133.39,9647
3135.38,9572
3137.37,9551
3139.36,9460
3141.34,9407
3143.33,9435
3145.31,9274
3147.29,9336
3149.27,9291
3151.24,9306
3153.22,9214
3155.19,9212
3157.16,9214
3159.13,9231
3161.09,9258
3163.06,9159
3165.02,9216
3166.98,9314
3168.94,9296
3170.9,9295
3172.85,9315
3174.81,9347
3176.76,9249
3178.71,9346
3180.65,9367
3182.6,9372
3184.54,9444
3186.48,9477
3188.42,9561
3190.36,9498
3192.29,9603
3194.23,9539
3196.16,9448
3198.09,9437
3200.02,9483
3201.94,9389
3203.87,9516
3205.79,9592
3207.71,9499
3209.63,9463
3211.55,9503
3213.46,9583
3215.37,9566
3217.29,9529
3219.19,9628
3221.1,9619
3223.01,9625
3224.91,9584
3226.81,9624
3228.71,9648
3230.61,9649
3232.51,9630
3234.4,9701
3236.29,9664
3238.18,9697
3240.07,9703
3241.96,9740
3243.84,9680
3245.73,9690
3247.61,9630
3249.49,9642
3251.36,9709
3253.24,9617
3255.11,9585
3256.98,9523
3258.85,9406
3260.72,9407
3262.59,9208
3264.45,9138
3266.32,9088
3268.18,8873
3270.04,8761
3271.89,8712
3273.75,8597
3275.6,8488
3277.45,8292
3279.3,8153
3281.15,8024
3283,7801
3284.84,7680
3286.68,7537
3288.52,7385
3290.36,7273
3292.2,7340
3294.03,8234
3295.87,8750
3297.7,7345
3299.53,6462
3301.36,6125
3303.18,5939
3305.01,5804
3306.83,5688
3308.65,5561
3310.47,5404
3312.28,5164
3314.1,4963
3315.91,4867
3317.72,4846
3319.53,4746
3321.34,4721
3323.15,4705
3324.95,4660
3326.75,4615
3328.55,4591
3330.35,3369
